Symbol,Company,Sector,Sub Industry,Market Cap,Revenue,Net Income,EBITDA,Book Equity,EBITDA Margin,Net Margin,ROE,P/E,P/B,Earnings Yield,Dividend Yield,Payout Ratio,Sustainable Growth,Priced In Growth,Growth Gap,In Screen,Funding Verdict
LMT,Lockheed Martin,Industrials,Aerospace & Defense,122676822016.0,77013998050.0,6109031095.0,9680000000.0,8798205058.0,0.125691,0.079324,0.69435,20.0812,13.9434,0.049798,0.0253,0.508055,0.341582,0.067591,0.273991,False,Outside screen
L,Loews Corporation,Financials,Multi-line Insurance,22270355456.0,18694000594.0,1670174445.0,3236999936.0,19117670047.0,0.173157,0.089343,0.087363,13.3341,1.1649,0.074995,0.0023,0.030669,0.084684,0.056252,0.028432,True,Funds more growth than the price implies
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",13634418688.0,11203543320.0,1427372723.0,2565969920.0,4788909560.0,0.229032,0.127404,0.298058,9.5521,2.8471,0.104689,0.0,0.0,0.298058,0.04289,0.255168,True,Funds more growth than the price implies
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,108679184384.0,154145994407.0,8183233677.0,15397000192.0,18930397413.0,0.099886,0.053088,0.43228,13.2807,5.741,0.075297,0.0104,0.138119,0.372574,0.056116,0.316458,False,Outside screen
MKTX,MarketAxess,Financials,Financial Exchanges & Data,5730458624.0,870025037.0,297731867.0,434956000.0,1238965843.0,0.499935,0.342211,0.240307,19.247,4.6252,0.051956,0.0192,0.369543,0.151503,0.06662,0.084883,True,Funds more growth than the price implies
MLM,Martin Marietta Materials,Materials,Construction Materials,36721991680.0,6688000026.0,1093698478.0,2126000000.0,13654897027.0,0.317883,0.163531,0.080096,33.576,2.6893,0.029783,0.0067,0.224959,0.062077,0.076598,-0.01452,True,Broadly consistent
MA,Mastercard,Financials,Transaction & Payment Processing Services,515216474112.0,35083001747.0,15934620437.0,22200999936.0,5602959230.0,0.632814,0.454198,2.843965,32.3332,91.9544,0.030928,0.006,0.193999,2.292239,0.076082,2.216157,False,Outside screen
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,14464212992.0,7385800197.0,1615797771.0,1451500032.0,6995517060.0,0.196526,0.218771,0.230976,8.9517,2.0676,0.11171,0.0354,0.316892,0.157782,0.03973,0.118051,True,Funds more growth than the price implies
MDT,Medtronic,Health Care,Health Care Equipment,117988630528.0,36363998800.0,4774328400.0,10103000064.0,49455897301.0,0.27783,0.131293,0.096537,24.7131,2.3857,0.040464,0.0318,0.785878,0.020671,0.071791,-0.05112,True,Priced above what the balance sheet can fund
META,Meta Platforms,Communication Services,Interactive Media & Services,1510288916480.0,228246995874.0,67636283600.0,109654999040.0,261170316613.0,0.480423,0.296329,0.258974,22.3296,5.7828,0.044784,0.0036,0.080386,0.238156,0.069847,0.168309,True,Funds more growth than the price implies
MET,MetLife,Financials,Life & Health Insurance,61272682496.0,79398005327.0,3317189407.0,6040000000.0,27343300116.0,0.076072,0.041779,0.121316,18.4713,2.2409,0.054138,0.0251,0.463629,0.065071,0.065638,-0.000567,True,Broadly consistent
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,10602474496.0,17761442268.0,422154511.0,2237483008.0,2556465286.0,0.125974,0.023768,0.165132,25.1152,4.1473,0.039817,0.0,0.0,0.165132,0.072083,0.09305,True,Funds more growth than the price implies
MU,Micron Technology,Information Technology,Semiconductors,1079790206976.0,90273996938.0,51184097753.0,68222001152.0,100758805882.0,0.755722,0.566986,0.507986,21.0962,10.7166,0.047402,0.0006,0.012658,0.501556,0.068669,0.432887,False,Outside screen
MSFT,Microsoft,Information Technology,Systems Software,3689159589888.0,331839021041.0,133214288963.0,194237005824.0,442302635320.0,0.585335,0.401443,0.301184,27.6934,8.3408,0.03611,0.0073,0.202162,0.240296,0.073751,0.166545,True,Funds more growth than the price implies
MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,8753123328.0,11177599981.0,511423008.0,1504199936.0,9562526558.0,0.134573,0.045754,0.053482,17.1152,0.9154,0.058427,0.0,0.0,0.053482,0.063708,-0.010226,True,Broadly consistent
MOH,Molina Healthcare,Health Care,Managed Health Care,10576763904.0,42468998401.0,8352000.0,390000000.0,4187066282.0,0.009183,0.000197,0.001995,1266.375,2.5261,0.00079,0.0,0.0,0.001995,0.089645,-0.08765,False,Outside screen
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,79705440256.0,39674999933.0,3484321087.0,6080000000.0,26551036055.0,0.153245,0.087822,0.131231,22.8755,3.002,0.043715,0.0338,0.77319,0.029764,0.070328,-0.040564,True,Priced above what the balance sheet can fund
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,59923009536.0,3273157823.0,802996634.0,1000281984.0,3895516314.0,0.305602,0.245328,0.206134,74.6242,15.3826,0.0134,0.0065,0.485058,0.106147,0.08397,0.022177,True,Funds more growth than the price implies
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,87021076480.0,9218956457.0,2115775835.0,2933317120.0,9364268160.0,0.318183,0.229503,0.225941,41.1296,9.2929,0.024313,0.0,0.0,0.225941,0.079059,0.146882,True,Funds more growth than the price implies
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,84858683392.0,8160000357.0,2732795967.0,4052999936.0,3024952049.0,0.496691,0.334901,0.903418,31.052,28.0529,0.032204,0.0083,0.257731,0.670579,0.075508,0.595071,False,Outside screen
MSI,Motorola Solutions,Information Technology,Communications Equipment,79258288128.0,12236999664.0,2096806378.0,3758000128.0,2671897311.0,0.307101,0.17135,0.784763,37.7995,29.6637,0.026455,0.0099,0.374215,0.491093,0.078095,0.412998,False,Outside screen
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,53505310720.0,5614000023.0,1917292267.0,3352999936.0,11923545064.0,0.597257,0.34152,0.160799,27.9067,4.4874,0.035834,0.0119,0.33209,0.107399,0.073875,0.033524,True,Funds more growth than the price implies
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",35473268736.0,6924999973.0,1230388864.0,1884000000.0,1352642760.0,0.272058,0.177673,0.909618,28.8309,26.2252,0.034685,0.0114,0.328673,0.610652,0.074392,0.53626,False,Outside screen
NFLX,Netflix,Communication Services,Movies & Entertainment,344482742272.0,48370766029.0,13241328665.0,14726931456.0,30151087032.0,0.304459,0.273747,0.439166,26.0157,11.4252,0.038438,0.0,0.0,0.439166,0.072703,0.366463,False,Outside screen
NEM,Newmont,Materials,Gold,131880132608.0,25767001287.0,8534907911.0,17057999872.0,35066879105.0,0.66201,0.331234,0.243389,15.4519,3.7608,0.064717,0.0085,0.131341,0.211422,0.060877,0.150545,True,Funds more growth than the price implies
NWSA,News Corp (Class A),Communication Services,Publishing,16457078784.0,9027999933.0,553043757.0,1338000000.0,8423984251.0,0.148206,0.061259,0.065651,29.7573,1.9536,0.033605,0.0065,0.193422,0.052953,0.074878,-0.021925,True,Priced above what the balance sheet can fund
NEE,NextEra Energy,Utilities,Multi-Utilities,173344784384.0,28699999799.0,9282602774.0,14593000448.0,57130772461.0,0.508467,0.323436,0.16248,18.6742,3.0342,0.05355,0.0301,0.562092,0.071151,0.065903,0.005249,True,Broadly consistent
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",56728993792.0,46398000975.0,3130182450.0,4928999936.0,14870591784.0,0.106233,0.067464,0.210495,18.1232,3.8148,0.055178,0.043,0.779299,0.046456,0.06517,-0.018713,True,Broadly consistent
NI,NiSource,Utilities,Multi-Utilities,19733899264.0,6881500221.0,901573040.0,3025999872.0,9575856986.0,0.43973,0.131014,0.094151,21.8883,2.0608,0.045687,0.0293,0.641327,0.033769,0.069441,-0.035672,True,Priced above what the balance sheet can fund
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,17636091904.0,2979794897.0,549752794.0,957891008.0,3269051813.0,0.321462,0.184494,0.168169,32.08,5.3949,0.031172,0.012,0.38496,0.103431,0.075973,0.027458,True,Funds more growth than the price implies
NSC,Norfolk Southern Railway,Industrials,Rail Transportation,74134241280.0,12540000156.0,2632410191.0,5663000064.0,16253110733.0,0.451595,0.209921,0.161963,28.1621,4.5612,0.035509,0.0162,0.456226,0.088071,0.074021,0.01405,True,Broadly consistent
NOC,Northrop Grumman,Industrials,Aerospace & Defense,74415456256.0,42892001327.0,4391168250.0,7255000064.0,17884030495.0,0.169146,0.102377,0.245536,16.9466,4.161,0.059009,0.0185,0.313512,0.168557,0.063446,0.105111,True,Funds more growth than the price implies
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",7149554688.0,10154306337.0,757659938.0,2594191872.0,2572829533.0,0.255477,0.074615,0.294485,9.4364,2.7789,0.105973,0.0,0.0,0.294485,0.042312,0.252173,True,Funds more growth than the price implies
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,23352281088.0,33124999690.0,807208204.0,3252999936.0,4202948322.0,0.098204,0.024369,0.192058,28.9297,5.5562,0.034567,0.0174,0.503377,0.09538,0.074445,0.020935,True,Funds more growth than the price implies
NUE,Nucor,Materials,Steel,59888373760.0,36101001494.0,2840483538.0,5680999936.0,22109033818.0,0.157364,0.078682,0.128476,21.0839,2.7088,0.04743,0.0089,0.187646,0.104368,0.068657,0.035711,True,Funds more growth than the price implies
NVDA,Nvidia,Information Technology,Semiconductors,5418828431360.0,302970001294.0,197280995875.0,201266003968.0,228985990184.0,0.66431,0.651157,0.861542,27.4676,23.6645,0.036407,0.0046,0.126351,0.752685,0.073617,0.679068,False,Outside screen
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,16944540672.0,9631335601.0,1038694893.0,1536605952.0,3391195156.0,0.159542,0.107845,0.306292,16.3133,4.9966,0.0613,0.0,0.0,0.306292,0.062415,0.243877,True,Funds more growth than the price implies
NXPI,NXP Semiconductors,Information Technology,Semiconductors,57619513344.0,13185000447.0,2955364098.0,5068000256.0,11394542704.0,0.384376,0.224146,0.259367,19.4966,5.0568,0.051291,0.0182,0.354838,0.167334,0.066919,0.100414,True,Funds more growth than the price implies
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,60887912448.0,23925999540.0,3388770698.0,13717999616.0,33456865757.0,0.573351,0.141635,0.101288,17.9676,1.8199,0.055656,0.0184,0.330603,0.067802,0.064955,0.002847,True,Broadly consistent
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,39016931328.0,5602506555.0,1085594486.0,1793243008.0,4558249220.0,0.320079,0.193769,0.23816,35.9406,8.5596,0.027824,0.0062,0.222832,0.185091,0.077479,0.107611,True,Funds more growth than the price implies
ON,ON Semiconductor,Information Technology,Semiconductors,28163307520.0,6197800506.0,595657458.0,2089900032.0,7219134633.0,0.3372,0.096108,0.082511,47.281,3.9012,0.02115,0.0,0.0,0.082511,0.080482,0.002028,True,Broadly consistent
OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,60521791488.0,39365999482.0,3649840357.0,7670000128.0,22937261960.0,0.194838,0.092716,0.159123,16.582,2.6386,0.060306,0.0447,0.741217,0.041178,0.062862,-0.021684,True,Priced above what the balance sheet can fund
ORCL,Oracle Corporation,Information Technology,Application Software,419828662272.0,67357004052.0,17340435999.0,30493999104.0,37561343899.0,0.452722,0.257441,0.461656,24.211,11.1771,0.041304,0.0142,0.343796,0.302941,0.071413,0.231528,False,Outside screen
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,64284950528.0,27815799909.0,2500233481.0,3271600128.0,20321371115.0,0.117617,0.089885,0.123035,25.7116,3.1634,0.038893,0.0114,0.293112,0.086972,0.072498,0.014474,True,Broadly consistent
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,20808015872.0,9534600185.0,699421618.0,2000099968.0,4690312032.0,0.209773,0.073356,0.14912,29.7503,4.4364,0.033613,0.0262,0.779458,0.032887,0.074874,-0.041987,True,Priced above what the balance sheet can fund
PLTR,Palantir Technologies,Information Technology,Internet Services & Infrastructure,407222288384.0,6155940367.0,2811578410.0,2662629888.0,9775641112.0,0.43253,0.456726,0.287611,144.8376,41.6568,0.006904,0.0,0.0,0.287611,0.086893,0.200718,False,Outside screen
PANW,Palo Alto Networks,Information Technology,Systems Software,267711201280.0,10606499649.0,945400005.0,1483500032.0,27736080560.0,0.139867,0.089134,0.034086,283.1724,9.6521,0.003531,0.0,0.0,0.034086,0.088411,-0.054325,False,Outside screen
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,119666950144.0,21499000190.0,3588571563.0,5664000000.0,15397580914.0,0.263454,0.166918,0.233061,33.3467,7.7718,0.029988,0.0084,0.280112,0.167778,0.076505,0.091272,True,Funds more growth than the price implies
PAYX,Paychex,Industrials,Human Resource & Employment Services,44104671232.0,3968000184.0,1714391253.0,1608000000.0,3736092364.0,0.405242,0.432054,0.458873,25.7261,11.805,0.038871,0.0379,0.975021,0.011462,0.072508,-0.061046,False,Outside screen
PAYC,Paycom,Industrials,Human Resource & Employment Services,10648170496.0,2140700020.0,425926820.0,735100032.0,592150928.0,0.343392,0.198966,0.719288,25.0,17.9822,0.04,0.0063,0.1575,0.606,0.072,0.534,False,Outside screen
PYPL,PayPal,Financials,Transaction & Payment Processing Services,46768041984.0,34127997524.0,4525387637.0,6456000000.0,19669611547.0,0.18917,0.1326,0.23007,10.3346,2.3777,0.096762,0.0107,0.11058,0.204629,0.046457,0.158172,True,Funds more growth than the price implies
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,9550464000.0,4011799916.0,612864000.0,1034800000.0,3748365419.0,0.257939,0.152765,0.163502,15.5833,2.5479,0.064171,0.0175,0.272708,0.118913,0.061123,0.05779,True,Funds more growth than the price implies
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,191950323712.0,96904006136.0,10477220203.0,18882000896.0,22097781478.0,0.194853,0.10812,0.47413,18.3207,8.6864,0.054583,0.0423,0.774967,0.106695,0.065438,0.041257,False,Outside screen
PCG,PG&E Corporation,Utilities,Multi-Utilities,29357551616.0,25837001757.0,2907124391.0,10453000192.0,32321935285.0,0.404575,0.112518,0.089943,10.0985,0.9083,0.099025,0.0142,0.143398,0.077045,0.045439,0.031606,True,Funds more growth than the price implies
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,102675447808.0,152167005518.0,7024381450.0,9925000192.0,31657027764.0,0.065224,0.046162,0.22189,14.617,3.2434,0.068413,0.0202,0.295264,0.156374,0.059214,0.09716,True,Funds more growth than the price implies
PNW,Pinnacle West,Utilities,Multi-Utilities,11802185728.0,5554253871.0,629013595.0,2149111040.0,7035135621.0,0.386931,0.113249,0.08941,18.763,1.6776,0.053296,0.0373,0.69986,0.026836,0.066017,-0.039181,True,Priced above what the balance sheet can fund
POOL,Pool Corporation,Consumer Discretionary,Distributors,6649993728.0,5394292515.0,395750761.0,642593024.0,1260006470.0,0.119125,0.073365,0.314086,16.8035,5.2777,0.059511,0.0285,0.478899,0.163671,0.06322,0.100451,True,Funds more growth than the price implies
PPG,PPG Industries,Materials,Specialty Chemicals,24744212480.0,16420999161.0,1549430967.0,2697999872.0,8442953903.0,0.164302,0.094357,0.183518,15.9699,2.9308,0.062618,0.027,0.431187,0.104387,0.061822,0.042565,True,Funds more growth than the price implies
PPL,PPL Corporation,Utilities,Electric Utilities,25992898560.0,9397999798.0,1271800769.0,3759000064.0,15048638074.0,0.399979,0.135327,0.084513,20.4379,1.7273,0.048929,0.0331,0.676493,0.02734,0.067982,-0.040642,True,Priced above what the balance sheet can fund
PFG,Principal Financial Group,Financials,Life & Health Insurance,23831986176.0,15693200502.0,1503014491.0,2151500032.0,12112755720.0,0.137098,0.095775,0.124085,15.8561,1.9675,0.063067,0.0307,0.486783,0.063683,0.06162,0.002063,True,Broadly consistent
PG,Procter & Gamble,Consumer Staples,Personal Care Products,342919348224.0,87031996736.0,15376091068.0,24752001024.0,53298367012.0,0.284401,0.176672,0.288491,22.3021,6.434,0.044839,0.0298,0.664603,0.096759,0.069823,0.026936,True,Funds more growth than the price implies
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,128643923968.0,91018999614.0,11627811539.0,15397999616.0,34338943049.0,0.169173,0.127751,0.338619,11.0635,3.7463,0.090388,0.0018,0.019914,0.331875,0.049326,0.28255,True,Funds more growth than the price implies
PLD,Prologis,Real Estate,Industrial REITs,132777959424.0,9657473676.0,4257760175.0,6737149952.0,55909837926.0,0.69761,0.440877,0.076154,31.1849,2.3749,0.032067,0.0306,0.954259,0.003483,0.07557,-0.072087,True,Priced above what the balance sheet can fund
PRU,Prudential Financial,Financials,Life & Health Insurance,41344798720.0,65223994470.0,3805349882.0,5206000128.0,31557496726.0,0.079817,0.058343,0.120585,10.8649,1.3101,0.092039,0.0478,0.519343,0.05796,0.048582,0.009378,True,Broadly consistent
PTC,PTC Inc.,Information Technology,Application Software,16181539840.0,2953972046.0,1092658125.0,1275965952.0,3400478014.0,0.431949,0.369895,0.321325,14.8093,4.7586,0.067525,0.0,0.0,0.321325,0.059614,0.261711,True,Funds more growth than the price implies
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,36544155648.0,12542999903.0,1998664268.0,4463000064.0,17343522949.0,0.355816,0.159345,0.11524,18.2843,2.1071,0.054692,0.0365,0.667377,0.038331,0.065389,-0.027057,True,Priced above what the balance sheet can fund
PHM,PulteGroup,Consumer Discretionary,Homebuilding,23563161600.0,16407075960.0,1864861375.0,2753777920.0,13208895771.0,0.167841,0.113662,0.141182,12.6353,1.7839,0.079143,0.0084,0.106137,0.126198,0.054386,0.071812,True,Funds more growth than the price implies
QRVO,Qorvo,Information Technology,Semiconductors,8877742080.0,3644533935.0,380235202.0,885481024.0,3472050465.0,0.242961,0.10433,0.109513,23.348,2.5569,0.04283,0.0,0.0,0.109513,0.070726,0.038787,True,Funds more growth than the price implies
QCOM,Qualcomm,Information Technology,Semiconductors,181527560192.0,44068997492.0,9527099535.0,11998999552.0,27947938231.0,0.272278,0.216186,0.340887,19.0538,6.4952,0.052483,0.0221,0.421089,0.197343,0.066383,0.130961,True,Funds more growth than the price implies
PWR,Quanta Services,Industrials,Construction & Engineering,91826741248.0,32905139694.0,1312497873.0,3045004032.0,9642423934.0,0.092539,0.039887,0.136117,69.9634,9.5232,0.014293,0.0007,0.048974,0.129451,0.083568,0.045883,True,Funds more growth than the price implies
DGX,Quest Diagnostics,Health Care,Health Care Services,26577905664.0,11559999435.0,1040820807.0,2265999872.0,7541480892.0,0.196021,0.090036,0.138013,25.5355,3.5242,0.039161,0.0146,0.372819,0.086559,0.072377,0.014182,True,Broadly consistent
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",20049424384.0,8355199602.0,946166001.0,1593200000.0,2720763510.0,0.190684,0.113243,0.347758,21.1902,7.369,0.047192,0.0117,0.247925,0.26154,0.068764,0.192776,True,Funds more growth than the price implies
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,87720747008.0,15534698825.0,4306607569.0,4702400000.0,32545203578.0,0.302703,0.277225,0.132327,20.3689,2.6954,0.049095,0.0046,0.093697,0.119928,0.067907,0.052021,True,Funds more growth than the price implies
RSG,Republic Services,Industrials,Environmental & Facilities Services,68138516480.0,16890999462.0,2161863771.0,5256999936.0,12040294069.0,0.311231,0.127989,0.179552,31.5184,5.6592,0.031727,0.012,0.378221,0.111642,0.075723,0.035919,True,Funds more growth than the price implies
RMD,ResMed,Health Care,Health Care Equipment,33303529472.0,5653443222.0,1504551533.0,2095774976.0,6585982652.0,0.370708,0.26613,0.228448,22.1352,5.0567,0.045177,0.0114,0.252341,0.170801,0.06967,0.10113,True,Funds more growth than the price implies
RVTY,Revvity,Health Care,Health Care Equipment,14611123200.0,2911811188.0,239910760.0,875832000.0,7228900913.0,0.300786,0.082392,0.033188,60.9023,2.0212,0.01642,0.0022,0.133985,0.028741,0.082611,-0.05387,True,Priced above what the balance sheet can fund
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,47331487744.0,8972999711.0,1189518535.0,2092000000.0,3501123664.0,0.233144,0.132566,0.339753,39.7905,13.5189,0.025132,0.0132,0.525234,0.161303,0.078691,0.082613,True,Funds more growth than the price implies
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,17181702144.0,3924019091.0,529259937.0,865038016.0,1429482981.0,0.220447,0.134877,0.370246,32.4636,12.0195,0.030804,0.0202,0.655765,0.127451,0.076138,0.051313,True,Funds more growth than the price implies
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,41121992704.0,8280300506.0,2360763765.0,3238000128.0,18700472334.0,0.391049,0.285106,0.126241,17.4189,2.199,0.057409,0.0087,0.151545,0.10711,0.064166,0.042944,True,Funds more growth than the price implies
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,74052313088.0,24511797863.0,2672106424.0,3910100992.0,6808898763.0,0.159519,0.109013,0.392443,27.7131,10.8758,0.036084,0.0078,0.216162,0.307612,0.073762,0.23385,True,Funds more growth than the price implies
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",71035273216.0,18681998606.0,4327374701.0,6926000128.0,10236192695.0,0.370731,0.231633,0.422752,16.4153,6.9396,0.060919,0.0188,0.308608,0.292288,0.062587,0.229701,False,Outside screen
RTX,RTX Corporation,Industrials,Aerospace & Defense,270602862592.0,93499998805.0,7493534794.0,15895000064.0,66377088665.0,0.17,0.080145,0.112893,36.1115,4.0768,0.027692,0.0142,0.512783,0.055004,0.077539,-0.022535,True,Priced above what the balance sheet can fund
SPGI,S&P Global,Financials,Financial Exchanges & Data,127268102144.0,16122000296.0,4840615777.0,8143000064.0,31500851490.0,0.505086,0.300249,0.153666,26.2917,4.0401,0.038035,0.0088,0.231367,0.118113,0.072884,0.045229,True,Funds more growth than the price implies
CRM,Salesforce,Information Technology,Application Software,211453378560.0,43938002829.0,8987159514.0,12899000320.0,38378135343.0,0.293573,0.204542,0.234174,23.5284,5.5097,0.042502,0.0068,0.159993,0.196708,0.070874,0.125834,True,Funds more growth than the price implies
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,86273245184.0,36366000600.0,3101859323.0,7383000064.0,26073428131.0,0.203019,0.085296,0.118966,27.8134,3.3089,0.035954,0.0206,0.572956,0.050804,0.073821,-0.023017,True,Priced above what the balance sheet can fund
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",183251140608.0,12195000647.0,3145825601.0,4502000128.0,2165588180.0,0.369168,0.25796,1.452643,58.2522,84.6196,0.017167,0.0036,0.209708,1.148012,0.082275,1.065737,False,Outside screen
SRE,Sempra,Utilities,Multi-Utilities,54790311936.0,13551999693.0,2255956274.0,5873999872.0,32692400415.0,0.433442,0.166467,0.069006,24.287,1.6759,0.041174,0.0312,0.757753,0.016716,0.071472,-0.054755,True,Priced above what the balance sheet can fund
NOW,ServiceNow,Information Technology,Systems Software,141349617664.0,14732001158.0,1654179259.0,2896999936.0,12515934299.0,0.196647,0.112285,0.132166,85.45,11.2936,0.011703,0.0,0.0,0.132166,0.084734,0.047432,True,Funds more growth than the price implies
SHW,Sherwin-Williams,Materials,Specialty Chemicals,80413638656.0,24410300910.0,2646063883.0,4709100032.0,3877575922.0,0.192914,0.108399,0.682402,30.3899,20.7381,0.032906,0.0097,0.294782,0.481242,0.075192,0.406049,False,Outside screen
SPG,Simon Property Group,Real Estate,Retail REITs,79796854784.0,6940724294.0,5337506081.0,5125174784.0,5155666549.0,0.738421,0.769013,1.03527,14.9502,15.4775,0.066889,0.042,0.627909,0.385215,0.0599,0.325315,False,Outside screen
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,19686825984.0,5274899809.0,1013334352.0,1415500032.0,6042038493.0,0.268346,0.192105,0.167714,19.4278,3.2583,0.051473,0.0256,0.497351,0.084301,0.066837,0.017464,True,Broadly consistent
SOLV,Solventum,Health Care,Health Care Technology,15643560960.0,8310000046.0,1392430127.0,1139000064.0,4803032664.0,0.137064,0.167561,0.289906,11.2347,3.257,0.08901,0.0,0.0,0.289906,0.049946,0.239961,True,Funds more growth than the price implies
SO,Southern Company,Utilities,Electric Utilities,101588557824.0,30179000591.0,4774006511.0,14257999872.0,39570184272.0,0.472448,0.15819,0.120647,21.2795,2.5673,0.046994,0.0345,0.734143,0.032075,0.068853,-0.036778,True,Priced above what the balance sheet can fund
LUV,Southwest Airlines,Industrials,Passenger Airlines,18888329216.0,30073000452.0,782733145.0,2337999872.0,7081777741.0,0.077744,0.026028,0.110528,24.1312,2.6672,0.04144,0.0191,0.460907,0.059585,0.071352,-0.011767,True,Broadly consistent
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,14632002560.0,15247700116.0,617658071.0,1791000064.0,8959062967.0,0.11746,0.040508,0.068942,23.6895,1.6332,0.042213,0.0356,0.843346,0.0108,0.071004,-0.060204,True,Priced above what the balance sheet can fund
STLD,Steel Dynamics,Materials,Steel,35493769216.0,20538677222.0,1671205577.0,2674440960.0,9401033722.0,0.130215,0.081369,0.177768,21.2384,3.7755,0.047084,0.0091,0.19327,0.143411,0.068812,0.074599,True,Funds more growth than the price implies
STE,Steris,Health Care,Health Care Equipment,22459152384.0,6037499714.0,797550972.0,1640499968.0,7206721071.0,0.271718,0.1321,0.110668,28.1601,3.1164,0.035511,0.0112,0.315394,0.075764,0.07402,0.001744,True,Broadly consistent
SYK,Stryker Corporation,Health Care,Health Care Equipment,119747674112.0,25837000017.0,3701480045.0,7376000000.0,23987891461.0,0.285482,0.143263,0.154306,32.3513,4.992,0.030911,0.0111,0.359099,0.098895,0.07609,0.022805,True,Funds more growth than the price implies
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",24307718144.0,39063074039.0,2141707058.0,2824158976.0,10979862029.0,0.072297,0.054827,0.195058,11.3497,2.2138,0.088108,0.0,0.0,0.195058,0.050351,0.144706,True,Funds more growth than the price implies
SNPS,Synopsys,Information Technology,Application Software,79715090432.0,9416465706.0,1099994276.0,2075485952.0,31157626939.0,0.22041,0.116816,0.035304,72.4686,2.5584,0.013799,0.0,0.0,0.035304,0.08379,-0.048486,True,Priced above what the balance sheet can fund
SYY,Sysco,Consumer Staples,Food Distributors,39170891776.0,84552999549.0,1753491486.0,4493000192.0,2669043957.0,0.053138,0.020738,0.656974,22.3388,14.676,0.044765,0.0268,0.59868,0.263657,0.069856,0.193801,False,Outside screen
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,200911405056.0,92188999690.0,10254741230.0,34370998272.0,56152217661.0,0.372832,0.111236,0.182624,19.592,3.578,0.051041,0.0224,0.438862,0.102477,0.067032,0.035446,True,Funds more growth than the price implies
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,23332487168.0,7591999883.0,2133158454.0,2963800064.0,11002617933.0,0.390385,0.280975,0.193877,10.938,2.1206,0.091424,0.0477,0.521743,0.092723,0.048859,0.043864,True,Funds more growth than the price implies
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",24553091072.0,8004200086.0,1449577490.0,2023500032.0,688698883.0,0.252805,0.181102,2.104806,16.9381,35.6514,0.059038,0.0151,0.255765,1.56647,0.063433,1.503037,False,Outside screen
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,62926925824.0,16741500054.0,2240804113.0,5497699840.0,3132194099.0,0.328388,0.133847,0.71541,28.0823,20.0904,0.03561,0.0169,0.474591,0.375883,0.073976,0.301908,False,Outside screen
